LOCATION_ID,ACCESS_ID,LOCATION_NM,BRAND_CD,LOCATION_TYPE,OWNERSHIP,GAS_BRAND_TXT,FSR_NM,RESTAURANT_FRANCHISE_FLG,ADDRESS_TXT,CITY_TXT,STATE_TXT,ZIP_CD,REGION_TXT,DISTRICT_TXT,LAT,LON
194,102,TA Pembroke,TA,Co-Co,COCO,Mobil,Country Pride,FALSE,8420 Alleghany,Corfu,New York,14036-0276,Northeast / 01,012,43.0059000,-78.4056000
220,6220,TA Porter,TA,Co-Co,COCO,BP,,,1600 West US Hwy 20,Porter,Indiana,46304,Northeast / 01,016,41.6125000,-87.0985000
224,6224,TA Prescott,TA,Co-Co,COCO,Shell,,,1806 Hwy 371 West,Prescott,Arkansas,71857,Western / 04,029,33.8112000,-93.4270000
933,6933,TA Pueblo,TA,Fo-Fo,Franchise,Conoco,Black Bear Diner,TRUE,1275 Drew Dix Parkway,Pueblo,Colorado,81008,Western / 04,099,38.3443900,-104.6217000
234,6234,TA Rawlins,TA,Co-Co,COCO,Conoco,Country Pride,FALSE,"1400 Higley Blvd., Exit 214",Rawlins,Wyoming,82301,Western / 04,020,41.7762000,-107.2243000
57,433,TA Redding,TA,Co-Co,COCO,Arco,,,19483 Knighton Road,Redding,California,96002,Western / 04,023,40.5048000,-122.3349000
142,210,TA Richmond,TA,Co-Co,COCO,Amoco,,,10134 Lewistown Road,Ashland,Virginia,23005,Northeast / 01,006,37.7237000,-77.4479000
989,6989,TA Robertsdale,TA,Fo-Fo,Franchise,Gulf,Derail Diner,,27801 County Road 64,Robertsdale,Alabama,36567,Northeast / 01,098,30.6303500,-87.6158500
49,729,TA Rockwall,TA,Co-Co,COCO,Shell,,,2105 South Goliad St.,Rockwall,Texas,75032,Western / 04,028,32.9074000,-96.4500000
525,6525,TA Rogers,TA,Fo-Fo,Franchise,Amoco,,,13400 Rogers Drive,Rogers,Minnesota,55374-0238,Northeast / 01,097,45.1969000,-93.5492000
147,5076,TA San Antonio,TA,Co-Co,COCO,Shell,,,6170 I-10 East,San Antonio,Texas,78219,Western / 04,027,29.4433000,-98.3618000
163,431,TA Santa Nella,TA,Co-Co,COCO,Shell,IHOP,TRUE,12310 State Highway 33,Santa Nella,California,95322-9735,Western / 04,026,37.1101000,-121.0147000
23,5004,TA Santa Rosa,TA,Co-Co,COCO,Shell,,,2634 Historic Route 66,Santa Rosa,New Mexico,88435-0372,Western / 04,030,34.9443000,-104.6407000
177,604,TA Savannah,TA,Co-Co,COCO,BP,Fuddruckers,FALSE,4401 Hwy. 17,Richmond Hill,Georgia,31324-0280,Northeast / 01,007,31.9252000,-81.3327000
116,384,TA Sawyer,TA,Co-Co,COCO,BP,,,6100 Sawyer Road,Sawyer,Michigan,49125,Northeast / 01,016,41.8845000,-86.6001000
152,5074,TA Sayre,TA,Co-Co,COCO,Phillips,,,11603 N. 1900 Rd.,Sayre,Oklahoma,73662,Western / 04,029,35.3355000,-99.5946000
176,5087,TA Seattle East,TA,Co-Co,COCO,Shell,,,46630 North Bend Way,North Bend,Washington,98045,Western / 04,023,47.4683000,-121.7181000
65,5014,TA Seymour,TA,Co-Co,COCO,BP,,,2636 E. Tipton St.,Seymour,Indiana,47274-3593,Northeast / 01,009,38.9576000,-85.8366000
983,6983,TA Shepherd,TA,Fo-Fo,Franchise,,IHOP,TRUE,10100 US Highway 59,Shepherd,Texas,77371,Western / 04,098,30.4461800,-95.0302200
180,725,TA Slidell,TA,Co-Co,COCO,Marathon,Country Pride,FALSE,1682 Gause Blvd,Slidell,Louisiana,70458-1361,Northeast / 01,015,30.2864000,-89.7511000
468,6468,TA Smiths Grove,TA,Co-Co,COCO,BP,,,605 S Main St,Smiths Grove,Kentucky,42171,Northeast / 01,013,37.0450270,-86.2103510
154,5079,TA Southington,TA,Co-Co,COCO,BP,,,1875 Meriden-Waterbury Turnpike,Milldale,Connecticut,06467,Northeast / 01,004,41.5647000,-72.9102000
172,428,TA Sparks,TA,Co-Co,COCO,Mobil,Fuddruckers,FALSE,200 North McCarren,Sparks,Nevada,89431-5419,Western / 04,017,39.5351000,-119.7361000
25,5039,TA Spartanburg,TA,Co-Co,COCO,BP,Country Pride,FALSE,1402 East Main St.,Duncan,South Carolina,29334-9647,Northeast / 01,007,34.9140000,-82.1100000
469,6469,TA Springer,TA,Co-Co,COCO,Phillips,Russell's Restaurant,FALSE,18 Old French Rd.,Springer,New Mexico,87747,Western / 04,030,36.4499710,-104.5928560
413,,TA Stewartsville Mobile Maintenance,TA,Co-Co,COCO,,,,338 Liberty Road,Stewartsville,New Jersey,08886,Northeast / 01,004,40.7069000,-75.1315000
137,310,TA Strafford,TA,Fo-Fo,Franchise,Gulf,Denny's,TRUE,225 E. Evergreen,Strafford,Missouri,65757-0069,Western / 04,097,37.2745000,-93.1152000
426,6426,TA Sweetwater,TA,Co-Co,COCO,TA,Family Restaurant,FALSE,100 South Hopkins Rd,Sweetwater,Texas,79556,Western / 04,028,32.4485900,-100.4432700
46,785,TA Tallulah,TA,Co-Co,COCO,Marathon,Country Pride,FALSE,224 Highway 65 South,Tallulah,Louisiana,71282,Northeast / 01,015,32.3886000,-91.2006000
530,6530,TA Tekonsha,TA,Fo-Fo,Franchise,Amoco,,,15587 M-60,Tekonsha,Michigan,49092,Northeast / 01,097,42.1065000,-84.9897000
233,6233,TA Terrell,TA,Co-Co,COCO,Shell,,FALSE,1700 Wilson Road,Terrell,Texas,75161,Western / 04,028,32.6908000,-96.2441000
87,178,TA Toledo,TA,Co-Co,COCO,BP,,,3483 Libbey Road,Perrysburg,Ohio,43551-9750,Northeast / 01,002,41.5215000,-83.4624000
225,6225,TA Tonopah,TA,Co-Co,COCO,Shell,Black Bear Diner,FALSE,1010 N. 339th Avenue,Tonopah,Arizona,85354,Western / 04,032,33.4587000,-112.7823000
60,425,TA Tooele,TA,Co-Co,COCO,Shell,,,8836 North Highway 40,Salt Lake City,Utah,84074,Western / 04,017,40.6899000,-112.2629000
183,5060,TA Troutdale,TA,Co-Co,COCO,Arco,Country Pride,FALSE,790 N W Frontage Road,Troutdale,Oregon,97060,Western / 04,023,45.5438000,-122.3958000
199,5199,TA Troy,TA,Co-Co,COCO,BP,,,819 Edwardsville Rd.,Troy,Illinois,62294,Northeast / 01,018,38.7338000,-89.9098000
347,6347,TA Truck Service Franklin,TA,Co-Co,COCO,,,,101 Trotter Lane,Franklin,Kentucky,42134,Northeast / 01,013,36.7163000,-86.5244000
475,6475,TA Truck Service Phoenix,TA,Co-Co,COCO,,,,6741 W Latham St,Phoenix,Arizona,85043,Western / 04,032,33.4596929,-112.2055127
16,5005,TA Tuscaloosa,TA,Co-Co,COCO,BP,,,3501 Buttermilk Road,Tuscaloosa,Alabama,35453-9364,Northeast / 01,014,33.1759000,-87.4462000
945,6945,"TA Vernon, TX",TA,Fo-Fo,Franchise,TA,,,2817 Frontage Rd South,Vernon,Texas,76384,Western / 04,098,34.1599200,-99.2966400
197,672,TA Vero Beach,TA,Co-Co,COCO,BP,,,8909 20th Street,Vero Beach,Florida,32966,Northeast / 01,011,27.6381000,-80.5110000
77,5015,TA Walcott,TA,Fo-Fo,Franchise,BP,Iowa 80 Kitchen,TRUE,755 W. Iowa 80 Road,Walcott,Iowa,52773,Western / 04,097,41.6179000,-90.7815000
28,5017,TA Walton,TA,Co-Co,COCO,BP,,FALSE,145 Richwood Road,Walton,Kentucky,41094-9526,Northeast / 01,009,38.9172000,-84.6266000
82,5082,TA Wapakoneta,TA,Fo-Fo,Franchise,Amoco,Miss J's Diner,,1775 Bellefontaine St.,Wapakoneta,Ohio,45895,Northeast / 01,097,40.5582000,-84.1656000
987,6987,TA Wellsville,TA,Fo-Fo,Franchise,Gulf,,,1021 Poplar Street,Wellsville,Kansas,66092,Western / 04,097,38.7076000,-95.0740400
253,6253,TA West Greenwich,TA,Co-Co,COCO,BP,,,849 Victory Hwy West,West Greenwich,Rhode Island,02817,Northeast / 01,004,41.6081000,-71.6638000
174,432,TA Wheat Ridge,TA,Co-Co,COCO,TA,,,12151 West 44th Avenue,Wheat Ridge,Colorado,80033-2448,Western / 04,020,39.7793000,-105.1349000
239,6239,TA Wheeler Ridge,TA,Co-Co,COCO,Shell,Black Bear Diner,FALSE,5552 South Wheeler Ridge Road,Arvin,California,93203,Western / 04,026,34.9920000,-118.9412000
278,,TA Wheeler Ridge QSRs,TA,Co-Co,COCO,,,,5621 Outlets at Tejon Pkwy,Arvin,California,93203,Western / 04,026,34.9920000,-118.9412000
296,,TA Wheeler Ridge Taco Bell,TA,Co-Co,COCO,,,,5941 Dennis McCarthy Dr.,Arvin,California,93203,Western / 04,026,34.9834876,-118.9488768
32,5047,TA Wheeling,TA,Co-Co,COCO,,Country Pride,FALSE,270 W. Alexander Road,Valley Grove,West Virginia,26060-8025,Northeast / 01,009,40.0694000,-80.5677000
173,306,TA Whitestown,TA,Co-Co,COCO,BP,,,5930 Whitestown Pkwy,Whitestown,Indiana,46075-9801,Northeast / 01,018,39.9478000,-86.3570000
53,656,TA Wildwood,TA,Co-Co,COCO,BP,,,556 St. Rt. 44,Wildwood,Florida,34785,Northeast / 01,011,28.8750000,-82.0939000
226,6226,TA Willcox,TA,Co-Co,COCO,Shell,Country Pride,FALSE,1501 North Fort Grant Road,Willcox,Arizona,85643,Western / 04,030,32.2688000,-109.8479000
958,6958,TA Williams,TA,Fo-Fo,Franchise,TA,,,3065 220th Street,Williams,Iowa,50271,Western / 04,098,42.4718300,-93.5655300
22,5009,TA Willington,TA,Co-Co,COCO,BP,Country Pride,FALSE,327 Ruby Road,Willington,Connecticut,06279,Northeast / 01,004,41.9177000,-72.2615000
143,217,TA Wytheville,TA,Co-Co,COCO,BP,IHOP,FALSE,1025 Peppers Ferry Road,Wytheville,Virginia,24382,Northeast / 01,006,36.9651000,-81.0676000
58,120,TA Youngstown,TA,Co-Co,COCO,,,,5400 Seventy Six Drive,Youngstown,Ohio,44515,Northeast / 01,002,41.1225000,-80.7653000
97,5097,TA/Petro Technology Service Center (TSC),TA,HQ,COCO,,,,11244 Threadstone Lane,Knoxville,Tennessee,37932,,,35.9091502,-84.1542355
85,,TA/Petro Training Center,TA,HQ,COCO,,,,P.O Box  103,Seville,Ohio,44273,,,41.0322000,-81.9078000
490,6490,Thorntons Cicero,Thorntons,Th-Th,Other,Unbranded,,,3503 South Cicero Ave,Cicero,Illinois,60804,Northeast / 01,016,41.8274354,-87.7428116
489,6489,Thorntons Romeoville,Thorntons,Th-Th,Other,Unbranded,,,1321 N Joliet Rd,Romeoville,Illinois,60446,Northeast / 01,016,41.6682888,-88.0641379
499,,Tire Distribution Network,TA,HQ,COCO,,,,24601 Center Ridge Road,Westlake,Ohio,44145,,,41.4633100,-81.9154360
